NCT Number	Study Summary
NCT03673020	Study Title: Phase 1a Study to Evaluate Immunogenicity of ASV. Brief Summary: This is an open-label Phase 1a First-in-Human Study to determine Safety and Tolerability of ASV AGEN2017 with QS-21 Stimulon Adjuvant as a Single Agent in Subjects With Tumors at Risk of Relapse Undergoing Observation as Standard of Care Following Complete Surgical Resection.
NCT00007826	Study Title: Monoclonal Antibody Therapy and/or Vaccine Therapy in Treating Patients With Locally Advanced or Metastatic Colorectal Cancer. Brief Summary: RATIONALE: Monoclonal antibodies can locate tumor cells and either kill them or deliver tumor-killing substances to them without harming normal cells. Vaccines made from cancer cells may make the body build an immune response to kill colorectal tumor cells. PURPOSE: Phase I/II trial to study the effectiveness of monoclonal antibody therapy and/or vaccine therapy in treating patients who have locally advanced or metastatic colorectal cancer.
NCT00058526	Study Title: A Dose-escalation Vaccine Trial in HER2-overexpressing Patients With High-risk Breast Cancer. Brief Summary: Treatment phase: The purpose of this study is to evaluate the safety and the immune response elicited by a new anti-cancer therapy in patients with breast cancer in remission but who are at high risk of relapse. The study product is an immunotherapeutic consisting of the recombinant dHER2 protein combined with an immunostimulant called AS15. The study aims to determine the optimal of three different dose levels of dHER2 combined with the same fixed dose of AS15 by assessing the safety and the immune response elicited after a series of injections of the study product. Five-year follow-up phase: This part of the study aims to assess any late onset toxicity of the study treatment through yearly follow-up visits and to monitor the patients' survival and disease status up to five years after the last administration of the study treatment. The patients' immune response is also measured to assess the robustness of the immune response elicited by the study treatment.
NCT00559026	Study Title: Phase I/II Study of Chemo-Immunotherapy Combination in Melanoma Patients. Brief Summary: This phase I/II study is directed at evaluating safety and immunogenicity of a melanoma peptide vaccine in combination or not with Dacarbazine administration in melanoma patients.
NCT02818426	Study Title: Universal Cancer Peptide-based Vaccination in Metastatic NSCLC. Brief Summary: UCPVAx is a therapeutic vaccine based on the telomerase-derived UCP designed to induce strong TH1 CD4 T cell responses in cancer patients. Three doses of UCPVax (0,25 mg, 0,5 mg and 1 mg) will be tested in this phase I/II study by using Continuous Reassessment Method (CRML) dose escalation design model. The phase I is a dose escalation study designed to evaluate safety of use of UCPVax and to estimate its Maximum Tolerated Dose (MTD). The phase II is a dose deescalation designed to evaluate the immunogenicity of UCPVax according to the dose level.
NCT05672966	Study Title: Phase I Clinical Trial of a Candidate HPV Vaccine. Brief Summary: This is a Phase I, first-in-human, randomized, observer-blinded, placebo-controlled, dose escalation study to evaluate the safety, tolerability, and immunogenicity of BV601 (a HPV Vaccine) in healthy adult volunteers.
NCT05456165	Study Title: Study of an Individualized Vaccine Targeting Neoantigens in Combination With Immune Checkpoint Blockade for Patients With Colon Cancer. Brief Summary: The primary objective is to assess and characterize the antitumor activity and safety and tolerability of adjuvant treatment with an individualized neoantigen vaccine called GRT-C901/GRT-R902 (chimpanzee adenovirus \[ChAd\] and self-amplifying messenger RNA \[samRNA\] vectors), in combination with checkpoint inhibitors. Antitumor activity will be based on molecular response in patients with colon cancer who have circulating tumor deoxyribonucleic acid (ctDNA) following surgical resection.
NCT00616720	Study Title: Interferon-gamma or Aldesleukin and Vaccine Therapy in Treating Patients With Multiple Myeloma. Brief Summary: RATIONALE: Biological therapies, such as interferon-gamma and aldesleukin, may stimulate the immune system in different ways and stop cancer cells from growing. Vaccines made from a person's white blood cells may help the body build an effective immune response to kill cancer cells. Giving biological therapy together with vaccine therapy may kill more cancer cells. PURPOSE: This randomized phase II trial is studying how well giving aldesleukin or interferon gamma together with vaccine therapy works in treating patients with multiple myeloma.
NCT04180774	Study Title: Safety and Efficacy of Tag-7 Gene-modified Vaccine in Locally Advanced or Metastatic Malignant Melanoma or Kidney Cancer. Brief Summary: This study was designed to assess the safety and efficacy of inactivated tumor cells genetically modified with the TAG-7 gene as immunotherapy for cancer. Patients with melanoma or kidney cancer were included since they have immune-dependent tumors. Treatment was done in the adjuvant setting after complete cytoreduction of locally advanced or metastatic disease or in the therapeutic setting in patients where complete cytoreduction was impossible.
NCT03645148	"Study Title: Clinical Study of a Personalized Neoantigen Cancer Vaccine in Treating Patients With Advanced Pancreatic Cancer. Brief Summary: This research study is evaluating a new type of pancreatic cancer vaccine called ""Personalized Neoantigen Cancer Vaccine"" as a possible treatment for advanced pancreatic cancer. The purpose of the clinical study is evaluating the safety, tolerability and partial efficacy of the personalized neoantigen cancer vaccine in the treatment of Chinese patients with advanced pancreatic cancer, so as to provide a new personalized therapeutic strategy for advanced pancreatic cancer patients. It is known that cancer patients have mutations (changes in genetic material) that are specific to an individual patient and tumor. These mutations can cause the tumor cells to produce proteins that appear very different from the body's own cells. It is possible that these proteins used in a vaccine may induce strong immune responses, which may help the participant's body fight any tumor cells that could cause the cancer to come back in the future. The study will examine the safety of the vaccine when given at several different time points and will examine the participant's blood cells for signs that the vaccine induced an immune response."
NCT02944357	Study Title: Gemcitabine Hydrochloride, Cisplatin, and AGS-003-BLD in Treating Patients With Muscle-Invasive Bladder Cancer Undergoing Surgery. Brief Summary: This pilot clinical trial studies how well gemcitabine hydrochloride, cisplatin, and AGS-003-BLD work in treating patients with bladder cancer that has spread to the muscle and who are undergoing surgery. Drugs used in chemotherapy, such as gemcitabine hydrochloride and cisplatin, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Vaccines made from a person's tumor cells may help the body build an effective immune response to kill tumor cells. Giving gemcitabine hydrochloride, cisplatin, and AGS-003-BLD before surgery may make the tumor smaller and reduce the amount of tissue that needs to be removed by surgery.
NCT00079157	Study Title: Vaccine Plus Montanide ISA-51 and Sargramostim in Treating Patients With Stage IV Breast Cancer. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Giving a vaccine with Montanide ISA-51 and sargramostim may cause a stronger immune response and kill more tumor cells. PURPOSE: This phase I trial is studying the side effects and best dose of vaccine therapy when given together with Montanide ISA-51 and sargramostim in treating patients with stage IV breast cancer.
NCT02151448	Study Title: αDC1 Vaccine + Chemokine Modulatory Regimen (CKM) as Adjuvant Treatment of Peritoneal Surface Malignancies. Brief Summary: This trial is to determine the safest dose of a triple combination (chemokine modulatory regimen or CKM) of celecoxib, interferon alfa (IFN), and rintatolimod that can be given with a DC vaccine as treatment of peritoneal surface malignancies after standard of care surgery. The first phase of this study will determine the safest dose of IFN that can be given in combination with celecoxib and rintatolimod along with a DC vaccine. The doses of celecoxib (400 mg) and rintatolimod (200 mg) will be consistent while the dose of IFN will be increased (5, 10, or 20 MU/m2) as participants are enrolled to the trial. The high dose of IFN in combination with celecoxib and rintatolimod will be used for the next phase of the clinical trial. After surgery, participants will receive 2 cycles of the investigational treatment. The second phase of this study will test if the investigational treatment has any effects on peritoneal surface malignancies. The doses of the combination determined in the first phase will be used in this phase of the clinical trial. After surgery, participants will receive 2 cycles of the investigational treatment, followed by standard chemotherapy as determined by their oncologist, and then 2 more cycles of the investigational treatment.
NCT02455557	Study Title: SurVaxM Vaccine Therapy and Temozolomide in Treating Patients With Newly Diagnosed Glioblastoma. Brief Summary: This phase II trial studies the side effects and how well vaccine therapy works when given together with temozolomide in treating patients with newly diagnosed glioblastoma. Vaccines made from the survivin peptide or antigen may help the body build an effective immune response to kill tumor cells that express survivin. Drugs used in chemotherapy, such as temozolomide, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. It is not yet known whether temozolomide is more effective with or without vaccine therapy in treating glioblastoma.
NCT02649582	Study Title: Adjuvant Dendritic Cell-immunotherapy Plus Temozolomide in Glioblastoma Patients. Brief Summary: In this phase I/II trial, the primary objective is to determine overall and progression-free survival of patients with newly diagnosed glioblastoma when autologous Wilms' tumor 1 (WT1) messenger (m)RNA-loaded dendritic cell (DC) vaccination is added to adjuvant temozolomide maintenance treatment following (sub)total resection and temozolomide-based chemoradiation.
NCT00118274	Study Title: Vaccine Therapy With or Without Cyclophosphamide in Treating Patients Who Have Undergone Surgery for Stage II, Stage III, or Stage IV Melanoma. Brief Summary: RATIONALE: Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. Drugs used in chemotherapy, such as cyclophosphamide, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Cyclophosphamide may also stimulate the immune system in different ways and stop tumor cells from growing. Giving vaccine therapy together with cyclophosphamide after surgery may cause a stronger immune response to kill any remaining tumor cells. It may also prevent or delay the recurrence of melanoma. PURPOSE: This randomized phase I/II trial is studying the side effects of vaccine therapy when given with or without cyclophosphamide and to see how well they work in treating patients who have undergone surgery for stage II, stage III, or stage IV melanoma.
NCT00003274	Study Title: Vaccine Therapy in Treating Patients With Stage II Melanoma That Can Be Removed by Surgery. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. It is not yet known what preparation of vaccine therapy is most effective for treating melanoma. PURPOSE: Randomized phase II trial to study the effectiveness of tyrosinase/gp100 peptide vaccine in treating patients who have stage II melanoma that can be removed by surgery.
NCT00597272	Study Title: Determine Toxicity and Antibody Responses With a KLH Conjugated Bivalent Vaccine Containing GD2 Lactone, GD3 Lactone With Immunological Adjuvant QS-DG or OPT-821 in Patients With Disease Free AJCC Stage III or IV Cutaneous Melanoma. Brief Summary: Vaccines contain substances that help us make antibodies. Different antibodies help protect us against a variety of harmful things. GD2 and GD3 gangliosides are substances found on the surface of most melanoma cells. They are also occasionally found on some normal cells. Large quantities of antibodies called monoclonal antibodies have been prepared in the laboratory against GD2 and GD3 and given to patients with metastatic melanoma. In about 10% of cases this has resulted in clinically relevant regression of melanomas. These monoclonal antibodies are not currently available or used in the clinic but studies in the laboratory indicate that vaccines against GD2 and GD3 can be as effective as monoclonal antibodies. In this trial we wish to raise the level of antibodies in your blood against GD2 and GD3. We will vaccinate you with the modified forms of GD2 called GD2 lactone and GD3 called GD3 lactone (GD3L), all attached to the antibody booster KLH, and mixed with the immune booster (immunologic adjuvant) QS-DG. While over a thousand patients have received vaccines with QS-21, the QS-DG used here is synthesized for the first time at MSKCC and is referred to as QS-DG rather than QS-21 which is purified from tree bark. QS-21 and QS-DG are, to the best of our knowledge chemically identical. It is unknown if using this bivalent vaccine will raise the level of antibodies in your blood to either ganglioside. It is unknown if raising the level of antibodies in your blood will lower your risk of relapse. This study will check your blood for production of antibodies, and check you for side effects.
NCT01265901	Study Title: IMA901 in Patients Receiving Sunitinib for Advanced/Metastatic Renal Cell Carcinoma. Brief Summary: The primary objective of the phase III study is to investigate whether IMA901 can prolong overall survival in patients with metastatic and/or locally advanced renal cell carcinoma (RCC) when added to standard first-line therapy with sunitinib. Secondary objectives include a subgroup analysis of overall survival in patients defined by a certain biomarker signature, the investigation of progression-free survival, best tumor response, safety, and immunological parameters.
NCT02270372	Study Title: Study of ONT-10 and Varlilumab to Treat Advanced Ovarian or Breast Cancer. Brief Summary: This is a two-part Phase 1b, open-label study of ONT 10 administered in combination with varlilumab. Two different doses of varlilumab will be studied in combination with the single agent recommended dose of ONT 10. Intermediate and/or lower doses of varlilumab or ONT-10 may also be studied at the recommendation of the safety monitoring committee (SMC).
NCT05685004	Study Title: Study of Neoantigen-specific Adoptive T Cell Therapy for Newly Diagnosed MGMT Negative Glioblastoma Multiforme (GBM). Brief Summary: This randomized study is designed to compare the combination of TVI-Brain-1 immunotherapy and standard therapy compared to standard therapy alone as a treatment for newly diagnosed MGMT unmethylated glioblastoma patients. The patients' own cancer cells collected after surgery are combined into a vaccine to produce an immune response that significantly increases the number of cancer neoantigen-specific effector T cell precursors in the patient's body. These cancer neoantigen-specific T cells are harvested from the blood, subsequently stimulated and expanded, and infused back into the patient.
NCT00705640	Study Title: Vaccine Therapy in Treating Patients With Advanced Melanoma. Brief Summary: RATIONALE: Vaccine therapy may help the body build an effective immune response to kill tumor cells. PURPOSE: This randomized clinical trial is studying how well vaccine therapy works in treating patients with advanced melanoma.
NCT00079144	Study Title: Lymphocyte-Depleting Nonmyeloablative Preparative Chemotherapy Followed By Autologous Lymphocyte Infusion, Peptide Vaccine Plus Montanide ISA-51, and Interleukin-2 in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Drugs used in chemotherapy, such as cyclophosphamide and fludarabine, work in different ways to stop tumor cells from dividing so they stop growing or die. Treating a person's lymphocytes in the laboratory and reinfusing them may replace immune cells destroyed by chemotherapy. Vaccines made from peptides may make the body build an immune response to kill tumor cells. Giving a vaccine with Montanide ISA-51 may cause a stronger immune response and kill more tumor cells. Interleukin-2 may stimulate a person's lymphocytes to kill tumor cells. PURPOSE: This phase II trial is studying how well lymphocyte-depleting nonmyeloablative (not damaging to bone marrow) chemotherapy followed by autologous lymphocyte infusion, peptide vaccine plus Montanide ISA-51, and interleukin-2 works in treating patients with metastatic melanoma.
NCT00002767	Study Title: Interferon Alfa With or Without Vaccine Therapy in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Interferon alfa may interfere with the growth of cancer cells.Vaccines may make the body build an immune response to kill tumor cells. It is not yet known whether melanoma vaccine plus interferon alfa is more effective than interferon alfa alone in treating patients with metastatic melanoma. PURPOSE: Randomized phase III trial to compare the effectiveness of interferon alfa with or without vaccine therapy in treating patients with metastatic melanoma.
NCT01949701	Study Title: Safety and Efficacy Study of Epitope Peptide To Treat HLA-A*02 Disease Controlled Advanced Non-small Cell Lung Cancer. Brief Summary: The investigators previously identified a novel HLA-A\*0201-restricted epitope peptide, which was derived from a cancer-testis antigen, URLC10 as a target for vaccination against lung cancer. In this clinical study, the investigators examine using the peptides the safety, immunogenicity, and antitumor effect of vaccine treatment to prevent relapse of the disease for HLA-A\*0201-positive advanced non-small cell lung cancer patients whose disease are controlled after any standard therapies.
NCT01989572	Study Title: Sargramostim, Vaccine Therapy, or Sargramostim and Vaccine Therapy in Preventing Disease Recurrence in Patients With Melanoma That Has Been Removed By Surgery. Brief Summary: This randomized phase III trial studies sargramostim or vaccine therapy alone to see how well they work compared to sargramostim and vaccine therapy together in preventing disease recurrence in patients with melanoma that has been removed by surgery. Sargramostim may stimulate the immune system in different ways and stop tumor cells from growing. Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. It is not yet known whether yeast derived sargramostim and vaccine therapy are more effective alone or together in preventing recurrence of melanoma.
NCT03199872	Study Title: RV001V, a RhoC Anticancer Vaccine, Against Metastasis From Solid Tumours. Brief Summary: The study will evaluate safety and immunological response to RhoC peptide vaccine in patients with prostate cancer.
NCT00633204	Study Title: Peptide Vaccine Focusing on Prevention of the Recurrence for Bladder Cancer. Brief Summary: The purpose of this study is to evaluate the clinical efficacy for the prevention of the recurrence for bladder cancer after TUR-Bt.
NCT02054104	Study Title: Adjuvant Tumor Lysate Vaccine and Iscomatrix With or Without Metronomic Oral Cyclophosphamide and Celecoxib in Patients With Malignancies Involving Lungs, Esophagus, Pleura, or Mediastinum. Brief Summary: Background: During recent years, cancer-testis (CT) antigens (CTA), particularly those encoded by genes on the X chromosome (CT-X genes), have emerged as attractive targets for cancer immunotherapy. Whereas malignancies of diverse histologies express a variety of CTAs, immune responses to these proteins appear uncommon in cancer patients, possibly due to low-level, heterogeneous antigen expression, as well as immunosuppressive regulatory T cells present within tumor sites and systemic circulation of these individuals. Conceivably, vaccination of cancer patients with tumor cells expressing high levels of CTAs in combination with regimens that deplete or inhibit T regulatory cells will induce broad immunity to these antigens. In order to examine this issue, patients with primary lung and esophageal cancers, pleural mesotheliomas, thoracic sarcomas, thymic neoplasms and mediastinal germ cell tumors, as well as sarcomas, melanomas, germ cell tumors, or epithelial malignancies metastatic to lungs, pleura or mediastinum with no evidence of disease (NED) or minimal residual disease (MRD) following standard multidisciplinary therapy will be vaccinated with H1299 tumor cell lysates with Iscomatrix adjuvant. Vaccines will be administered with or without metronomic oral cyclophosphamide (50 mg by mouth (PO) twice a day (BID) x 7day (d) every (q) 14d), and celecoxib (400 mg PO BID). Serologic responses to a variety of recombinant CTAs as well as immunologic responses to autologous tumor or epigenetically modified autologous Epstein-Barr virus (EBV) transformed lymphocytes will be assessed before and after a six month vaccination period. Primary Objectives: 1. To assess the frequency of immunologic responses to CTAs in patients with thoracic malignancies following vaccinations with H1299 cell lysate/Iscomatrix(TM) vaccines alone in comparison to patients with thoracic malignancies following vaccinations with H1299 cell lysate/Iscomatrix vaccines in combination with metronomic cyclophosphamide and celecoxib. Secondary Objectives: 1. To examine if oral metronomic cyclophosphamide and celecoxib therapy diminishes the number and percentage of T regulatory cells and diminishes activity of these cells in patients with thoracic malignancies are at risk of recurrence. 2. To examine if H1299 cell lysate/Iscomatrix(TM) vaccination enhances immunologic response to autologous tumor or epigenetically modified autologous EBV-transformed lymphocytes (B cells). Eligibility: * Patients with histologically or cytologically proven small cell or non-small cell lung cancer (SCLC;NSCLC), esophageal cancer (EsC), malignant pleural mesothelioma (MPM), thymic or mediastinal germ cell tumors, thoracic sarcomas, or melanomas, sarcomas, or epithelial malignancies metastatic to lungs, pleura or mediastinum who have no clinical evidence of active disease (NED), or minimal residual disease (MRD) not readily accessible by non-invasive biopsy or resection/radiation following standard therapy completed within the past 26 weeks. * Patients must be 18 years or older with an Eastern Cooperative Oncology Group (ECOG) performance status of 0 - 2. * Patients must have adequate bone marrow, kidney, liver, lung and cardiac function. * Patients may not be on systemic immunosuppressive medications at time vaccinations commence. Design: * Following recovery from surgery, chemotherapy, or chemo/radiotherapy (XRT), patients with NED or MRD will be vaccinated via IM injection with H1299 cell lysates and Iscomatrix(TM) adjuvant monthly for 6 months. * Vaccines will be administered with or without with metronomic oral cyclophosphamide and celecoxib. * Systemic toxicities and immunologic response to therapy will be recorded. Pre and post vaccination serologic and cell mediated responses to a standard panel of CT antigens as well as autologous tumor cells (if available) and EBV-transformed lymphocytes will be assessed before and after vaccination. * Numbers/percentages and function of T regulatory cells in peripheral blood will be assessed before, during, and after vaccinations. * Patients will be followed in the clinic with routine staging scans until disease recurrence. * The trial will randomize 28 evaluable patients per arm to either receive vaccine alone or vaccine plus chemotherapy in order to have 80% power to determine if the frequency of immune responses on the combination arm exceeds that of the vaccine alone arm, if the expected frequencies of immune responses on the two arms were 20% and 50%, using a one-sided 0.10 alpha level Fisher's exact test. * Approximately 60 patients will be accrued to this trial.
NCT03935204	Study Title: Immunogenicity Study of Recombinant Human Papillomavirus Vaccine(6,11,16,18,31,33,45,52,58 Type)(E.Coli). Brief Summary: This phase II clinical study was designed to evaluate the immunogenicity and safety of Recombinant Human Papillomavirus Vaccine (6,11,16,18,31,33,45,52,58 Type)(E.Coli)(hereafter called HPV vaccine), manufactured by Xiamen Innovax Biotech CO., LTD., in healthy adults aged 18-45 years old.
NCT00952692	Study Title: Study to Assess dHER2+AS15 Cancer Vaccine Given in Combination With Lapatinib to Patients With Metastatic Breast Cancer. Brief Summary: This is a phase I/II study to determine the safety and gain insight into the immune response of the immunologic agent dHER2+AS15 ASCI when administered in combination with lapatinib. This study is for patients with metastatic breast cancer (invasive breast cancer with stage IV disease) that overexpresses HER2 and is resistant to trastuzumab (Herceptin). The dHER2 + AS15 candidate Antigen-Specific Cancer Immunotherapeutic (ASCI) contains a recombinant protein termed dHER2, which is a truncated version of the HER2 protein. HER2 is a protein that is commonly overexpressed in breast cancer. This protein is combined with the immunological adjuvant AS15 Adjuvant System from GSK (GlaxoSmithKline), which is a liposomal formulation containing three immunostimulatory components. Lapatinib is FDA approved for use in combination with capecitabine for the treatment of subjects with advanced or metastatic breast cancer whose tumors overexpress HER2.
NCT02772094	"Study Title: Dendritic Cell-Based Tumor Vaccine Adjuvant Immunotherapy of Human Glioblastoma Multiforme (WHO Grade IV Gliomas). Brief Summary: Purposes: The purpose of this phase-II clinical trial is to determine whether or not ADCTA-G, a biologic ""vaccine"" preparation of patient's own dendritic cell (DC) for glioblastoma multiforme (GBM) treatment, is safe and effective in extending the GBM patient's life. The current conventional multi-modal regimen that may include surgery for tumor resection or biopsy, temozolomide (TMZ) combined chemo-radiotherapy (CCRT) and TMZ adjuvant chemotherapy almost always leaves residual GBM cells to cause fatal recurrence, leading to medium survival period of 8 -15 months and over-all survival rates of about 30% in 2 years and \<3% in 5 years after diagnosis/surgery. Thus, in neurosurgical oncology practice, GBM patients in the first 2-year period during and after receiving multi-modal therapy are watched closely for possible GBM tumor recurrence and mortal disease relapse and immediately given palliative treatments and health care, until death. In this phase-II trial, GBM patient participants who receive ADCTA-G ""vaccine"" adjuvant immunotherapy (added to the conventional multi-modal regimen) will be similarly watched closely by treatments and health care visits at least biweekly from the date of surgery/diagnosis to 24 months, and if alive followed by weekly phone calls and scheduled health care visits at least once every 3 months, up to 72 months after surgery. In the trial protocol, ADCT-G in 10 doses is administered after surgery, over a period of 6 or 8 months, as an adjuvant immunotherapy of the conventional multimodal regimen. Individual ADCTA-G ""vaccine"" lot of every participant GBM patient is manufactured from patient's own monocyte-derived dendritic cells and the patient's own tumor cell antigens, both of which are prepared by a distinct method of procedures performed within air particle-free barrier good laboratory practice (GLP) facility. Previous phase I/II clinical trial of ADCTA-G ""vaccine"" immunotherapy administered as an adjuvant to the conventional multimodal regimen, has obtained promising safety and efficacy results for GBM patients in a clinical center. This phase-II clinical trial in China Medical University Hospital-Taichung will employ essentially the same clinical protocols and the same distinct ""vaccine"" manufacturing method of standard operational procedures (SOP), that is, the conventional multimodal regimen plus adjuvant immunotherapy using personal ADCTA-G ""vaccine"" lot for every GBM patient participants."
